area,buildingName,buildingNum,buildingYear,category,checkDay,checkNum,checkType,createDate,createUserId,createUserName,csfs,dhyh,dtwx,dtwxyzpsyzqx,dzsbps,equipmentTypeName,ewa,fileList,files,floor,ids,inDate,isProblemSituation,isType,lastMileage,lat,lineName,lng,lyState,modifyDate,modifyUserId,modifyUserName,num,pieces,qrCode,qtps,remark,rlId,septicTankNum,siteInstallation,snsbps,state,stationId,stationName,structureType,tebId,technologyState,type,useDepart,useType,workareaDepartId,workareaDepartName,workshopDepartId,workshopDepartName,xfsbps,ybfsbxdhyh,yzfs,yzjsdmjkwbp,yzly,yzlyybqx
4,DK345+821区间基站+直放站排水沟,53-2,,,,,,1.759131830803e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961098403e+12,770,宋红根,26639,,https://ncjnas.coolmitech.com:50443/123/d86347029c1afe85be932c4263e3fcfa?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760989897393_23792975.png&expireTime=1762412936018&signature=Ft4md3rT41KSJZIV9b1pvWV6elEk2qZyHC1FZ3u8y5c,,,70,,,,1,112,兴国西站,混凝土,37316,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
45.822,DK345+821区间基站+直放站硬化面,53-8,,,,,,1.759132204908e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961212598e+12,770,宋红根,26864,,https://ncjnas.coolmitech.com:50443/123/45211ae8fbd3d604de86857fff7dad05?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990011497_52967641.png&expireTime=1762412936019&signature=3QMymBxJ2plQVrUxqwsDn6oMlTdNZIltg6MyeLF9wbn,,,70,,,,1,112,兴国西站,混凝土,37319,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
30,DK346+150直放站围墙,54-1,,,,,,1.759132283912e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961271446e+12,770,宋红根,26642,,https://ncjnas.coolmitech.com:50443/123/a88163358a21b2d35cd3e32a263fd4e5?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990070462_94944686.png&expireTime=1762412936025&signature=fbean6QXetDzZz0VyNfzPv35vYYJRpgKcaJpHW0PPzQ,,,70,,,,1,112,兴国西站,砖,37320,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
13.5,DK351+170挡土墙,61-4,,,,,,1.759135427947e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961388803e+12,770,宋红根,27659,,https://ncjnas.coolmitech.com:50443/123/37d173f22a75619e034a7904abfa271c?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990186617_69135229.png&expireTime=1762412936026&signature=uwbYoxIiCznKbQ7iMgzQBZvcTW9iZTpvc6ebSDmekrb,,,70,,,,1,112,兴国西站,混凝土,37346,一级,1,南昌通信段,挡土墙,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
35.9,DK351+170直放站硬化面,61-8,,,,,,1.7591356207e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961591166e+12,770,宋红根,26872,,https://ncjnas.coolmitech.com:50443/123/f1035e8bd286e9c8249429222ac1c0e1?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990386444_06270165.png&expireTime=1762412936028&signature=XKEcsj0YNXpDVQ4gjjkcCyWMe0R35bKGLgv9qoZrWNs,,,70,,,,1,112,兴国西站,混凝土,37348,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
16.8,D351+170直放站道路,61-6,,,,,,1.759135527807e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961442765e+12,770,宋红根,27660,,https://ncjnas.coolmitech.com:50443/123/323c891255f79d779c572b36f5782292?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990241456_82990081.png&expireTime=1762412936030&signature=UGxhkVGnKOR2BxsUDCg1pTARmxA6WEAFKvAYesajK4z,,,70,,,,1,112,兴国西站,混凝土,37347,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
16,DK351+920区间基站+直放站排水沟,62-2,,,,,,1.759136032631e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760961800691e+12,770,宋红根,27516,,https://ncjnas.coolmitech.com:50443/123/dad75757d554adc3fd8cdb47de21026f?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990599374_44219425.png&expireTime=1762412936034&signature=BD3frUmz9PWL6aOGCvOhP5z1UDMUfIcpww3D1cesqAl,,,70,,,,1,112,兴国西站,混凝土,37350,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
44.622,DK351+920区间基站+直放站硬化面,62-8,,,,,,1.759136118136e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760962029019e+12,770,宋红根,26873,,https://ncjnas.coolmitech.com:50443/123/d97cd6a367bc8aa75fc4a16dd09c7d22?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990828190_09013548.png&expireTime=1762412936038&signature=2aWyxEyKDnRCBuWJniAO1FTZlkjeKGi4VV0bNKYFJyW,,,70,,,,1,112,兴国西站,混凝土,37351,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
49,DK352+284中继站19围墙,63-1,,,,,,1.759136186486e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760962168999e+12,770,宋红根,27517,,https://ncjnas.coolmitech.com:50443/123/d2b4f35cac68fe77d14aedab6fee360a?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760990968077_21239463.png&expireTime=1762412936040&signature=HFsUmYCgYOmLVrbGLnwT3hQze9ClBFFEoAKbChfCKFO,,,70,,,,1,112,兴国西站,混凝土,37352,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
83.76,DK352+284中继站19硬化面,63-8,,,,,,1.759136357005e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760962552468e+12,770,宋红根,26874,,https://ncjnas.coolmitech.com:50443/123/1a80f2be345a03f19d7a39ab9f458d25?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760991351602_56388581.png&expireTime=1762412936043&signature=crjXVejglwyqxTv8RQ1rg2EoJcdiTKo7iyIMq1osobC,,,70,,,,1,112,兴国西站,混凝土,37354,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
30,DK352+865直放站围墙,64-1,,,,,,1.759136426638e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761007237459e+12,770,宋红根,27520,,https://ncjnas.coolmitech.com:50443/123/67924146990e1b5e88600c412c1fae45?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036035962_05070831.png&expireTime=1762412936045&signature=fokzbV4wE4KWhQU3byIu7CvwxvjVsZS77di0ikPNnOM,,,70,,,,1,112,兴国西站,混凝土,37355,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
37.7,DK352+865直放站硬化面,64-8,,,,,,1.75913649254e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761007342941e+12,770,宋红根,26875,,https://ncjnas.coolmitech.com:50443/123/61e454c5b3cfe51d66229a7af7883ba5?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036141692_90748129.png&expireTime=1762412936046&signature=pj7mh4CJCxWeFvohLCFqVgsp00Is99mLkWMUl37BaSx,,,70,,,,1,112,兴国西站,混凝土,37356,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
30,DK354+627直放站围墙,65-1,,,,,,1.759136548948e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76100749991e+12,770,宋红根,27521,,https://ncjnas.coolmitech.com:50443/123/e780ec61c9d00c6f8dedae1a28e66a90?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036298949_98434305.png&expireTime=1762412936047&signature=aV4xFp8FT3FbzTVoXIYuw90F3R6KSNOltltCk0LaypU,,,70,,,,1,112,兴国西站,混凝土,37357,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
11.2,DK354+627直放站排水沟,65-2,,,,,,1.75913661043e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76100762618e+12,770,宋红根,27661,,https://ncjnas.coolmitech.com:50443/123/16eb8568a4841ca34dbdd9965128935c?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036425156_20899425.png&expireTime=1762412936048&signature=SmLb2NV1zv8uZWeWbK6xhilGaTWF6nFcXnRrC37QY5E,,,70,,,,1,112,兴国西站,混凝土,37358,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
39.7,DK354+627直放站硬化面,65-8,,,,,,1.759136685923e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761007787291e+12,770,宋红根,26876,,https://ncjnas.coolmitech.com:50443/123/f4f0583e0e8ab6870763e0f1faced2e5?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036580565_36257561.png&expireTime=1762412936050&signature=TXS4sRCMJ0P7uDSGuwZSH8NvIRzBQaSN9dqXAbtRDH9,,,70,,,,1,112,兴国西站,混凝土,37359,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
64,DK354+985区间基站+直放站护坡,66-3,,,,,,1.759136832706e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008136556e+12,770,宋红根,27662,,https://ncjnas.coolmitech.com:50443/123/8f301af2ddb2417b31194102c4d49b26?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761036928468_68821683.png&expireTime=1762412936051&signature=WB6OPsiU8x8acocPxqn7J2gHndVCjKeu1hkfl7ZHLNi,,,70,,,,1,112,兴国西站,混凝土,37361,一级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
50.222,DK354+985区间基站+直放站硬化面,66-8,,,,,,1.759136908486e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008231644e+12,770,宋红根,26877,,https://ncjnas.coolmitech.com:50443/123/35b8fef7b86d425e0bfefc876c12a2bf?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037030646_57183423.png&expireTime=1762412936052&signature=T9ajYrpN6C7FiqM2XRX2Dy9JejrBEfg7L696sqdpzAv,,,70,,,,1,112,兴国西站,混凝土,37362,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
30,DK335+776直放站围墙,67-1,,,,,,1.759136983484e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008364355e+12,770,宋红根,27524,,https://ncjnas.coolmitech.com:50443/123/ee53f282a44d7c7898c0f0131e2a45d3?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037163109_11930705.png&expireTime=1762412936053&signature=6COp7SH4yvNy7ZsMeYE2xyiMDVud2NMtoRCpJ68gLXX,,,70,,,,1,112,兴国西站,混凝土,37363,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
12,DK355+776直放站排水沟,67-2,,,,,,1.75913704661e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008415836e+12,770,宋红根,27663,,https://ncjnas.coolmitech.com:50443/123/1c229c95ebca696bd2d353ddfe39fe72?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037214541_18514837.png&expireTime=1762412936055&signature=o8KdkieACvC1IzHnFOAu46Eglhcy4JT0ILZbnDWzfDT,,,70,,,,1,112,兴国西站,混凝土,37364,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
5.6,DK356+354直放站排水沟,68-2,,,,,,1.759137361676e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008602333e+12,770,宋红根,27665,,https://ncjnas.coolmitech.com:50443/123/28e66ef3c16dec244f305d2b8673fc48?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037400981_90018500.png&expireTime=1762412936056&signature=fn7fWeFzDY9EIFnGTgGjP05HgRHBI7tJHdV9F8kAwRo,,,70,,,,1,112,兴国西站,混凝土,37368,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
25.5,DK356+354直放站挡土墙,68-4,,,,,,1.75913743946e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008666134e+12,770,宋红根,27666,,https://ncjnas.coolmitech.com:50443/123/9cb9b270a24c9752eb49e774efbf018e?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037465335_14661843.png&expireTime=1762412936058&signature=EGNAhwAcvDRIYQZCmnaxhFoYjmiZZiTZU4XGeL2rLCz,,,70,,,,1,112,兴国西站,混凝土,37369,一级,1,南昌通信段,挡土墙,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
36.9,DK356+354直放站硬化面,68-8,,,,,,1.759137494749e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008770076e+12,770,宋红根,26879,,https://ncjnas.coolmitech.com:50443/123/61b9b8f935a858a5f190a8291917b522?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037568513_77255694.png&expireTime=1762412936064&signature=p3l6C6Toeum8fmRcyP4s6cllxaDzpWujpMyONeXKPux,,,70,,,,1,112,兴国西站,混凝土,37370,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
10.4,DK357+111直放站排水沟,69-2,,,,,,1.759149453955e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008825992e+12,770,宋红根,27667,,https://ncjnas.coolmitech.com:50443/123/6ed872f324b76b77a54bbb88c1d75f68?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037622666_80395781.png&expireTime=1762412936066&signature=xbKN32yOfOQAcegMjWqOmUfwLp1nIameanKFRrVsAqG,,,70,,,,1,112,兴国西站,混凝土,37372,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
34.3,DK357+111直放站硬化面,69-8,,,,,,1.759149552936e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008899573e+12,770,宋红根,26880,,https://ncjnas.coolmitech.com:50443/123/f3b13c131d9aab99cb396916ead7c0ad?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037698264_90693200.png&expireTime=1762412936067&signature=CXd006QFdsbSES5yEKQKW9fenMBRThS6zClAW6fCLS1,,,70,,,,1,112,兴国西站,混凝土,37373,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
69.5,DK357+650月坪AT所围墙,70-1,,,,,,1.75914976251e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761008960438e+12,770,宋红根,27527,,https://ncjnas.coolmitech.com:50443/123/b3e8b5ffe58e1fcd1a041c2f8c455f5c?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037756638_12690234.png&expireTime=1762412936068&signature=RRzL27BEantKHdi1EHA12vDgYW365Iu775lkSUNiNhy,,,70,,,,1,112,兴国西站,混凝土,37374,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
185,2站台侧面栏杆,站-21,,,,,,1.759116656649e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760665500839e+12,770,宋红根,27304,,https://ncjnas.coolmitech.com:50443/123/1b8db9373a7661d511d02d7511ca7205?objectKey=nas/ncfjd/tlsbgl/2025/10/17/1760701855117_69964031.png&expireTime=1762412936069&signature=HJcGkQGvIQERZLBjro4VxWRPS6g8ReGj1kC5dYafjhN,,,70,,,,1,112,兴国西站,不锈钢,37215,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
5.6,DK358+367区间基站护坡排水沟,71-7,,,,,,1.759150953146e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009168008e+12,770,宋红根,27669,,https://ncjnas.coolmitech.com:50443/123/190eec1e63c15eb8a1a6819c21d38eb0?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761037966782_36589749.png&expireTime=1762412935351&signature=Uz4f2s9Zg8AMa0BIBUn3tzrYslI0VsW3QVJ1yRwg83C,,,70,,,,1,112,兴国西站,混凝土,37378,一级,1,南昌通信段,室外排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
298.1,1-2站台玻璃幕墙,站14,,,,,,1.759151481037e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009336464e+12,770,宋红根,26974,,https://ncjnas.coolmitech.com:50443/123/adf1634f21102d501ae1b5691092bfec?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038134887_36796191.png&expireTime=1762412935353&signature=ASX2N56s1HFXYfNJBfIlzgRyuURW7BsrFc2LKKluhCB,,,70,,,,1,394,赣县北站,无,37382,一级,1,赣州车务段,垂直电梯玻璃罩,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
844,赣县北站旅客地道,站5,,,,,,1.759151247109e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009229255e+12,770,宋红根,26283,,https://ncjnas.coolmitech.com:50443/123/7e16ae89ac8ca5e1e8f1c6015b169433?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038028094_53881888.png&expireTime=1762412935354&signature=YuqhB9u28JwWaPLBh6akofxBjq63Q6B1Hq0XOU2RAGW,,,70,,,,1,394,赣县北站,钢筋混凝土,37380,一级,1,赣州车务段,旅客地道及附属楼梯,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
89.28,1-2站台垂直电梯玻璃罩,站15,,,,,,1.759151566561e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009437138e+12,770,宋红根,26975,,https://ncjnas.coolmitech.com:50443/123/2273a670c42bf0747db981282061611a?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038236051_35737174.png&expireTime=1762412935355&signature=G4mhKVwZ7Se5JB7DIbNdGX0Wu0wpQfpf0ctK0J4g3RN,,,70,,,,1,394,赣县北站,无,37383,一级,1,赣州车务段,垂直电梯玻璃罩,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
26,1-2站台端头栏杆,站16,,,,,,1.759151674792e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009484437e+12,770,宋红根,27296,,https://ncjnas.coolmitech.com:50443/123/cab3672ff009e1b5fbb20fd049cf79da?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038283468_21133979.png&expireTime=1762412935357&signature=O0KeeYV2dlHyIJ9Fj9AEvDTNODcbH8JpMDpljoGPz4M,,,70,,,,1,394,赣县北站,不锈钢,37384,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
221.4,1-2站台进出站斜踏步,站17,,,,,,1.75915176666e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009572364e+12,770,宋红根,26977,,https://ncjnas.coolmitech.com:50443/123/0e0bfa5687d4ca83dd36039c1e4f81ce?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038371373_76290878.png&expireTime=1762412935359&signature=TiUY1XMxHqMwFdp0NhIQdCumFYMD56W6vkMeaJSN43,,,70,,,,1,394,赣县北站,混凝土,37385,一级,1,赣州车务段,旅客地道及附属楼梯,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
864,消防通道,站20,,,,,,1.759152020699e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009692626e+12,770,宋红根,26980,,https://ncjnas.coolmitech.com:50443/123/90bd185e273e926587a1a2e573ca3e3f?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038491714_27453801.png&expireTime=1762412935360&signature=NGsgp9NdTqYXd5BD0bFEzsQrlynrWlAkMpM9GtTbay3,,,70,,,,1,394,赣县北站,混凝土,37388,一级,1,赣州车务段,行包通道,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
90.6,1-2站台下地道斜踏步栏杆,站18,,,,,,1.759151882634e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009625308e+12,770,宋红根,27297,,https://ncjnas.coolmitech.com:50443/123/4e04cca75f34f314c0877075d06d035d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038424261_98828277.png&expireTime=1762412935362&signature=2uzkp0A5OZGIgZBQZJ1o9dxaLF5qCBZlhy9harY5PUV,,,70,,,,1,394,赣县北站,不锈钢,37386,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
215.5,1站台侧面栏杆,站21,,,,,,1.759152125023e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009745163e+12,770,宋红根,27298,,https://ncjnas.coolmitech.com:50443/123/21adc0717a4da33df3d441132fadbe91?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038544136_19010466.png&expireTime=1762412935364&signature=W4MZJi1xvLUeQxjTfvM7p7ImvDrnQrn3KAcVyXMsns9,,,70,,,,1,394,赣县北站,不锈钢,37389,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
273.4,站区排污管路,站23,,,,,,1.759152541076e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009858955e+12,770,宋红根,27359,,https://ncjnas.coolmitech.com:50443/123/ce325e9e27e356c0d1368775e2147c2d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038658046_86805177.png&expireTime=1762412935365&signature=GqBQUPwaB0SOOi4zFR3Zp42uEuLKavs2JGsuX1agdmS,,,70,,,,1,394,赣县北站,钢,37391,二级,1,南昌房建公寓段,室外排水管道（管径300以上）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
192,1、2站台雨水井及管路,站24,,,,,,1.759152627662e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761009927323e+12,770,宋红根,27361,,https://ncjnas.coolmitech.com:50443/123/1e2be2b10890e01034d8f9bfd161819b?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761038726176_95853254.png&expireTime=1762412935367&signature=FcJRhqh85xufqMf5562jQr5nLxUqMjsMXx9QtPk2F3v,,,70,,,,1,394,赣县北站,混凝土,37392,一级,1,南昌房建公寓段,室外排水管道（管径300以上）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
